date,platform,metric,value,source_image,extraction_run,px_per_day,extrapolated
2024-07-19,STEAM,DAU,139721.0,26-01-DAU.png,1,0.6848,False
2024-07-21,STEAM,DAU,138057.7,26-01-DAU.png,1,0.6848,False
2024-07-22,STEAM,DAU,138057.7,26-01-DAU.png,1,0.6848,False
2024-07-24,STEAM,DAU,139721.0,26-01-DAU.png,1,0.6848,False
2024-07-25,STEAM,DAU,144711.1,26-01-DAU.png,1,0.6848,False
2024-07-27,STEAM,DAU,144711.1,26-01-DAU.png,1,0.6848,False
2024-07-28,STEAM,DAU,144711.1,26-01-DAU.png,1,0.6848,False
2024-07-30,STEAM,DAU,144711.1,26-01-DAU.png,1,0.6848,False
2024-07-31,STEAM,DAU,144711.1,26-01-DAU.png,1,0.6848,False
2024-08-02,STEAM,DAU,143047.7,26-01-DAU.png,1,0.6848,False
2024-08-03,STEAM,DAU,141384.4,26-01-DAU.png,1,0.6848,False
2024-08-05,STEAM,DAU,141384.4,26-01-DAU.png,1,0.6848,False
2024-08-06,STEAM,DAU,143047.7,26-01-DAU.png,1,0.6848,False
2024-08-07,STEAM,DAU,144711.1,26-01-DAU.png,1,0.6848,False
2024-08-09,STEAM,DAU,156354.4,26-01-DAU.png,1,0.6848,False
2024-08-10,STEAM,DAU,166334.4,26-01-DAU.png,1,0.6848,False
2024-08-12,STEAM,DAU,161344.4,26-01-DAU.png,1,0.6848,False
2024-08-13,STEAM,DAU,153027.7,26-01-DAU.png,1,0.6848,False
2024-08-15,STEAM,DAU,148037.7,26-01-DAU.png,1,0.6848,False
2024-08-16,STEAM,DAU,148037.7,26-01-DAU.png,1,0.6848,False
2024-08-18,STEAM,DAU,146374.4,26-01-DAU.png,1,0.6848,False
2024-08-19,STEAM,DAU,146374.4,26-01-DAU.png,1,0.6848,False
2024-08-21,STEAM,DAU,148037.7,26-01-DAU.png,1,0.6848,False
2024-08-22,STEAM,DAU,148037.7,26-01-DAU.png,1,0.6848,False
2024-08-24,STEAM,DAU,148037.7,26-01-DAU.png,1,0.6848,False
2024-08-25,STEAM,DAU,143047.7,26-01-DAU.png,1,0.6848,False
2024-08-26,STEAM,DAU,141384.4,26-01-DAU.png,1,0.6848,False
2024-08-28,STEAM,DAU,139721.0,26-01-DAU.png,1,0.6848,False
2024-08-29,STEAM,DAU,138057.7,26-01-DAU.png,1,0.6848,False
2024-08-31,STEAM,DAU,136394.4,26-01-DAU.png,1,0.6848,False
2024-09-01,STEAM,DAU,134731.0,26-01-DAU.png,1,0.6848,False
2024-09-03,STEAM,DAU,134731.0,26-01-DAU.png,1,0.6848,False
2024-09-04,STEAM,DAU,134731.0,26-01-DAU.png,1,0.6848,False
2024-09-06,STEAM,DAU,133067.7,26-01-DAU.png,1,0.6848,False
2024-09-07,STEAM,DAU,134731.0,26-01-DAU.png,1,0.6848,False
2024-09-09,STEAM,DAU,134731.0,26-01-DAU.png,1,0.6848,False
2024-09-10,STEAM,DAU,134731.0,26-01-DAU.png,1,0.6848,False
2024-09-12,STEAM,DAU,134731.0,26-01-DAU.png,1,0.6848,False
2024-09-13,STEAM,DAU,144711.1,26-01-DAU.png,1,0.6848,False
2024-09-14,STEAM,DAU,148037.7,26-01-DAU.png,1,0.6848,False
2024-09-16,STEAM,DAU,148037.7,26-01-DAU.png,1,0.6848,False
2024-09-17,STEAM,DAU,143047.7,26-01-DAU.png,1,0.6848,False
2024-09-19,STEAM,DAU,141384.4,26-01-DAU.png,1,0.6848,False
2024-09-20,STEAM,DAU,139721.0,26-01-DAU.png,1,0.6848,False
2024-09-22,STEAM,DAU,138057.7,26-01-DAU.png,1,0.6848,False
2024-09-23,STEAM,DAU,138057.7,26-01-DAU.png,1,0.6848,False
2024-09-25,STEAM,DAU,141384.4,26-01-DAU.png,1,0.6848,False
2024-09-26,STEAM,DAU,141384.4,26-01-DAU.png,1,0.6848,False
2024-09-28,STEAM,DAU,139721.0,26-01-DAU.png,1,0.6848,False
2024-09-29,STEAM,DAU,139721.0,26-01-DAU.png,1,0.6848,False
2024-10-01,STEAM,DAU,141384.4,26-01-DAU.png,1,0.6848,False
2024-10-02,STEAM,DAU,141384.4,26-01-DAU.png,1,0.6848,False
2024-10-03,STEAM,DAU,139721.0,26-01-DAU.png,1,0.6848,False
2024-10-05,STEAM,DAU,139721.0,26-01-DAU.png,1,0.6848,False
2024-10-06,STEAM,DAU,139721.0,26-01-DAU.png,1,0.6848,False
2024-10-08,STEAM,DAU,139721.0,26-01-DAU.png,1,0.6848,False
2024-10-09,STEAM,DAU,136394.4,26-01-DAU.png,1,0.6848,False
2024-10-11,STEAM,DAU,134731.0,26-01-DAU.png,1,0.6848,False
2024-10-12,STEAM,DAU,136394.4,26-01-DAU.png,1,0.6848,False
2024-10-14,STEAM,DAU,134731.0,26-01-DAU.png,1,0.6848,False
2024-10-15,STEAM,DAU,134731.0,26-01-DAU.png,1,0.6848,False
2024-10-17,STEAM,DAU,138057.7,26-01-DAU.png,1,0.6848,False
2024-10-18,STEAM,DAU,141384.4,26-01-DAU.png,1,0.6848,False
2024-10-19,STEAM,DAU,143047.7,26-01-DAU.png,1,0.6848,False
2024-10-21,STEAM,DAU,141384.4,26-01-DAU.png,1,0.6848,False
2024-10-22,STEAM,DAU,141384.4,26-01-DAU.png,1,0.6848,False
2024-10-24,STEAM,DAU,141384.4,26-01-DAU.png,1,0.6848,False
2024-10-25,STEAM,DAU,141384.4,26-01-DAU.png,1,0.6848,False
2024-10-27,STEAM,DAU,138057.7,26-01-DAU.png,1,0.6848,False
2024-10-28,STEAM,DAU,141384.4,26-01-DAU.png,1,0.6848,False
2024-10-30,STEAM,DAU,156354.4,26-01-DAU.png,1,0.6848,False
2024-10-31,STEAM,DAU,159681.1,26-01-DAU.png,1,0.6848,False
2024-11-02,STEAM,DAU,154691.1,26-01-DAU.png,1,0.6848,False
2024-11-03,STEAM,DAU,151364.4,26-01-DAU.png,1,0.6848,False
2024-11-05,STEAM,DAU,151364.4,26-01-DAU.png,1,0.6848,False
2024-11-06,STEAM,DAU,151364.4,26-01-DAU.png,1,0.6848,False
2024-11-07,STEAM,DAU,151364.4,26-01-DAU.png,1,0.6848,False
2024-11-09,STEAM,DAU,156354.4,26-01-DAU.png,1,0.6848,False
2024-11-10,STEAM,DAU,163007.8,26-01-DAU.png,1,0.6848,False
2024-11-12,STEAM,DAU,164671.1,26-01-DAU.png,1,0.6848,False
2024-11-13,STEAM,DAU,163007.8,26-01-DAU.png,1,0.6848,False
2024-11-15,STEAM,DAU,163007.8,26-01-DAU.png,1,0.6848,False
2024-11-16,STEAM,DAU,161344.4,26-01-DAU.png,1,0.6848,False
2024-11-18,STEAM,DAU,163007.8,26-01-DAU.png,1,0.6848,False
2024-11-19,STEAM,DAU,159681.1,26-01-DAU.png,1,0.6848,False
