D1,D7,D30,D180,h,p,dm,collab,wal,story,season
0.4181093943184001,0.20408929185783786,0.0892514551123342,0.029785694658837746,2.3458062015397507,0.02437451405186196,0.42802383748741213,795193.2628965756,291791.9056556428,178862.26938755283,150922.42989507844
0.42043938184833096,0.21353536704750165,0.09827496778045904,0.03273728103426551,2.085151900008152,0.02392750051224749,0.44676552003317954,900715.3812113793,291558.9748885617,168192.1799167981,117785.17942101917
0.45965122048202095,0.22883606105412782,0.1000337065310693,0.03384242150912283,2.1427095920737553,0.02948204945986289,0.4564476750483003,897977.0747454878,292917.9518904345,170211.51495010595,161747.49356197656
0.4164330073321916,0.2240004786909256,0.11144643297714876,0.038169451903314985,2.25006162017465,0.021775639890887825,0.4716305146500975,776485.9324039309,261149.6138274363,163702.21251866745,142513.09963127284
0.42318984054692543,0.2190149627394152,0.10279342083963966,0.033566110830954815,2.042154325741518,0.022056605615732333,0.44684945464585846,920260.6385455409,284949.80431158585,197304.64401249393,144786.00006265994
0.41862702339221547,0.21740423183649257,0.10359536478232353,0.0358034363328951,2.2570372367800893,0.024891516277482328,0.46193769211118685,735177.458800352,252915.962482568,185649.52744065007,153968.59148839532
0.49970760736781394,0.25963365391903936,0.12100069810513953,0.04191192262513705,2.143004119254519,0.05823339530968244,0.4570331805091019,678565.2689001836,251316.5398821002,165838.56517517005,132796.7071871956
0.4612980106156092,0.2380736085951322,0.10796143808209538,0.0333440295200651,1.940918759518543,0.024001162820990594,0.4548985021930859,857213.5829767523,326881.5730745157,220668.07697611375,142188.61393318014
0.5057292733997152,0.25242302773469627,0.11319542712415756,0.04015278098872923,2.150533878146595,0.05962004287705452,0.45606800246552454,774037.877581427,279570.42350560206,160280.96335535927,152847.5357817269
0.504144976414399,0.29005106094464533,0.14613186074517262,0.03725593594143922,2.128472390539654,0.00836017299821322,0.4535450415132265,705564.3322731262,266437.66835619096,189453.96858461914,130170.25755208498
0.42346861733941743,0.22460702861277762,0.10931405175404954,0.037111012996919976,2.2943453750837506,0.023290057604158202,0.4649291668032832,639908.5819841593,256161.68487846083,168511.60725545223,144738.86914374644
0.41628324554720525,0.21627699731081818,0.10265116400575172,0.03406341250635753,2.201876482226899,0.022156068123801775,0.44690791079663417,713437.1664218284,300459.129146319,196907.5789143217,167707.54470429348
0.4201042295122414,0.20623545516873854,0.09046156792360434,0.029518106102866627,2.306645934645833,0.0235073909108393,0.42730013444920895,973284.8563083055,262093.62354320628,144612.44608536916,132898.69336626586
0.5178372018420225,0.27537316320440025,0.13144814664583676,0.04396209394379036,2.202218048630693,0.07204141944728351,0.45215158019942536,566892.4491346476,226349.2645725755,145564.07208464507,141658.50449391233
0.4594873287500358,0.2338383905142176,0.10570739214782698,0.03659548590319164,2.175306475633216,0.03382013083234715,0.4558166864731597,453027.64098965144,247183.29962435435,128064.33923585406,150435.21191944022
